submitted_at,bytes,delay,activity,dst-rse,dst-type,protocol,src-rse,src-type,transfer-endpoint,duration,prediction
2017-06-17 22:10:46,4573484070,9547,T0 Export,UKI-SOUTHGRID-RALPP_DATADISK,DISK,srm,CERN-PROD_TZDISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,249,390.7769775390625
2017-06-17 22:40:59,1302202,8630,Production Input,INFN-T1_DATADISK,DISK,srm,CERN-PROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,4,45.61708450317383
2017-06-17 22:41:00,265511,8838,Production Input,INFN-T1_DATADISK,DISK,srm,CERN-PROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,6,34.692317962646484
2017-06-17 22:44:06,9178440,7828,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,16,38.270267486572266
2017-06-17 22:44:06,83275736,8230,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,19,38.22572708129883
2017-06-17 22:44:06,151022080,7633,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,38.21205520629883
2017-06-17 22:44:06,100062856,7687,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,40,37.1410026550293
2017-06-17 22:44:06,48297948,8296,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,13,37.06572341918945
2017-06-17 22:44:06,200206784,8280,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,58,37.64665222167969
2017-06-17 22:44:06,137329216,8299,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,62,35.78702163696289
2017-06-17 22:44:06,9592472,8230,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,12,29.955839157104492
2017-06-17 22:44:06,177539372,7426,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,62,30.19278335571289
2017-06-17 22:44:08,157632080,8298,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,44,30.167675018310547
2017-06-17 22:44:08,16641020,8435,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,14,30.085628509521484
2017-06-17 22:44:08,164220712,8297,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,30.20123291015625
2017-06-17 22:44:08,69340224,8299,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,18,30.123157501220703
2017-06-17 22:44:09,2633525,7278,User Subscriptions,INFN-T1_SCRATCHDISK,DISK,srm,CERN-PROD_SCRATCHDISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,5,29.53074836730957
2017-06-17 22:44:11,133745812,8592,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,26,30.190120697021484
2017-06-17 22:44:11,151676120,8367,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,28,28.13655662536621
2017-06-17 22:44:11,142520016,8202,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,28.30672836303711
2017-06-17 22:44:11,141855544,8277,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,28,27.857532501220703
2017-06-17 22:44:11,141341252,8312,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,38,28.315412521362305
2017-06-17 22:44:11,188258588,8086,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,28.818559646606445
2017-06-17 22:44:11,17406108,8202,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,14,28.228565216064453
2017-06-17 22:44:11,85575920,8433,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,22,28.820587158203125
2017-06-17 22:44:11,107199168,8263,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,22,28.62611198425293
2017-06-17 22:44:11,112930096,8277,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,31,28.66385269165039
2017-06-17 22:44:11,91207988,8015,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,24,27.855113983154297
2017-06-17 22:44:11,119922640,8330,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,28.648088455200195
2017-06-17 22:44:11,26030308,7799,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,12,28.56745719909668
2017-06-17 22:44:11,49158052,8277,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,28.479063034057617
2017-06-17 22:44:11,84028816,7902,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,40,28.202526092529297
2017-06-17 22:44:11,90339116,7825,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,23,28.342880249023438
2017-06-17 22:44:11,123503368,8173,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,37,36.24510955810547
2017-06-17 22:44:11,104755312,8273,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,24,36.10505294799805
2017-06-17 22:44:11,112785948,8367,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,36.23359680175781
2017-06-17 22:44:11,142175280,8148,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,38,36.19461441040039
2017-06-17 22:44:12,133432096,7744,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,43,31.48244285583496
2017-06-17 22:44:12,79273628,8172,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,30,36.18625259399414
2017-06-17 22:44:12,105157432,8366,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,31,36.199092864990234
2017-06-17 22:44:12,22588340,8536,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,16,36.1143913269043
2017-06-17 22:44:12,118968240,8030,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,33.105037689208984
2017-06-17 22:44:12,78267948,7630,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,36.07243728637695
2017-06-17 22:44:12,93946492,7974,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,26,36.14613342285156
2017-06-17 22:44:12,28021464,8272,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,17,36.082523345947266
2017-06-17 22:44:12,161886708,7974,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,28,36.265499114990234
2017-06-17 22:44:12,68678160,8539,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,19,36.147891998291016
2017-06-17 22:44:12,216901764,7974,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,42,36.41190719604492
2017-06-17 22:44:12,104667084,8060,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,33,36.161380767822266
2017-06-17 22:44:12,77289356,8454,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,16,36.19917678833008
2017-06-17 22:44:12,137117152,8505,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,23,30.067344665527344
2017-06-17 22:44:12,101625692,8505,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,56,36.1183967590332
2017-06-17 22:44:12,254452048,7536,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,59,36.36246871948242
2017-06-17 22:44:12,157251016,7695,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,36,36.23002243041992
2017-06-17 22:44:12,166257848,7103,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,36,36.177764892578125
2017-06-17 22:44:12,125735048,8340,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,39,36.15052032470703
2017-06-17 22:44:12,113971736,8085,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,31,36.06545639038086
2017-06-17 22:44:12,130004772,7787,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,37,35.6756706237793
2017-06-17 22:44:12,92672472,8539,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,19,36.02241134643555
2017-06-17 22:44:12,27142488,8415,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,18,36.05410385131836
2017-06-17 22:44:12,61057868,7329,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,32,36.0872917175293
2017-06-17 22:44:12,65167308,7130,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,29,36.03567123413086
2017-06-17 22:44:12,92014552,7454,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,20,36.09186935424805
2017-06-17 22:44:21,107823952,7954,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,18,33.40251922607422
2017-06-17 22:44:21,178783296,7974,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,35,36.228729248046875
2017-06-17 22:44:21,112458052,8162,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,23,31.44342041015625
2017-06-17 22:44:21,153436432,8075,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,65,36.16716003417969
2017-06-17 22:44:21,158355260,8201,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,25,36.10231399536133
2017-06-17 22:44:21,231922552,8202,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,59,36.322174072265625
2017-06-17 22:44:21,189010104,7753,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,39,36.22951126098633
2017-06-17 22:44:21,85338924,8567,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,39,36.17355728149414
2017-06-17 22:44:21,108502028,8162,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,32,36.060115814208984
2017-06-17 22:44:21,84069076,8075,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,32,35.92647171020508
2017-06-17 22:44:21,95945992,7919,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,36,36.11770248413086
2017-06-17 22:44:21,169855208,8088,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,36.153743743896484
2017-06-17 22:44:21,30823940,8567,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,16,36.11396408081055
2017-06-17 22:44:21,79205356,7805,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,24,36.13764953613281
2017-06-17 22:44:21,92258448,8244,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,36.1338005065918
2017-06-17 22:44:23,87187260,8519,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,18,28.659942626953125
2017-06-17 22:44:23,152837848,7874,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,31,36.11457061767578
2017-06-17 22:44:23,18285100,7952,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,13,36.02371597290039
2017-06-17 22:44:23,56130796,8519,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,15,36.06955337524414
2017-06-17 22:44:23,96594588,8434,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,25,36.011775970458984
2017-06-17 22:44:23,15686092,7791,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,19,32.772518157958984
2017-06-17 22:44:23,85714064,6446,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,40,28.63298797607422
2017-06-17 22:44:23,66070420,8412,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,35.999351501464844
2017-06-17 22:44:23,156054004,8451,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,36.08891296386719
2017-06-17 22:44:23,74551880,6340,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,16,36.03236770629883
2017-06-17 22:44:23,71694300,7921,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,28.629711151123047
2017-06-17 22:44:24,94937932,7564,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,41,36.06112289428711
2017-06-17 22:44:24,108472176,8171,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,34,36.068965911865234
2017-06-17 22:44:24,87404204,8153,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,52,36.016170501708984
2017-06-17 22:44:24,130350924,8104,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,31.671188354492188
2017-06-17 22:44:24,72618844,7722,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,24,36.09354782104492
2017-06-17 22:44:24,162332920,8171,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,20,36.2362174987793
2017-06-17 22:44:24,151150480,8107,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,19,36.20854949951172
2017-06-17 22:44:24,100422952,8107,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,53,28.182432174682617
2017-06-17 22:44:25,103314572,8581,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,28,28.184947967529297
2017-06-17 22:44:25,178927616,8014,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,28.247039794921875
2017-06-17 22:44:25,115326732,8541,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,32,35.28076171875
2017-06-17 22:44:25,168978536,7865,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,33,28.902385711669922
2017-06-17 22:44:25,132237824,8046,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,28.75257110595703
2017-06-17 22:44:25,28492528,8457,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,27.7363224029541
2017-06-17 22:44:25,8005152,8096,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,10,27.736543655395508
2017-06-17 22:44:25,117846576,8014,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,48,27.839780807495117
2017-06-17 22:44:25,152364504,8340,Data Consolidation,RAL-LCG2_DATATAPE,TAPE,srm,MWT2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,56,27.860193252563477
2017-06-17 23:16:37,1294716,6171,User Subscriptions,NDGF-T1_SCRATCHDISK,DISK,srm,IN2P3-CC_SCRATCHDISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,5,27.877565383911133
2017-06-17 23:18:17,7556323,5957,User Subscriptions,INFN-T1_SCRATCHDISK,DISK,srm,CERN-PROD_SCRATCHDISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,6,27.371585845947266
2017-06-17 23:18:19,1283809,6462,User Subscriptions,INFN-T1_SCRATCHDISK,DISK,srm,CERN-PROD_SCRATCHDISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,5,27.41851806640625
2017-06-17 23:51:51,3700646357,4082,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,195,285.60650634765625
2017-06-17 23:51:51,3892785006,3265,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,MWT2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,973,327.94256591796875
2017-06-17 23:51:53,3984925940,3061,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,MWT2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,1486,332.83489990234375
2017-06-17 23:51:58,3055164614,4308,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,104,295.41162109375
2017-06-17 23:52:00,1035835273,3698,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,MWT2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,610,90.17878723144531
2017-06-17 23:52:00,5175708829,3709,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,MWT2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,692,476.53948974609375
2017-06-17 23:52:04,5439391560,4286,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,164,444.5730285644531
2017-06-17 23:52:07,2852207621,4405,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,90,288.04541015625
2017-06-17 23:52:07,4927052469,4304,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,147,326.95343017578125
2017-06-17 23:52:08,3288201532,4404,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,124,299.1248474121094
2017-06-17 23:52:08,5218328570,4098,Production Input,CA-VICTORIA-WESTGRID-T2_DATADISK,DISK,srm,MWT2_DATADISK,DISK,https://fts.usatlas.bnl.gov:8446,500,506.3070983886719
2017-06-17 23:52:25,2131976167,2696,Production Input,UKI-SOUTHGRID-SUSX_DATADISK,DISK,srm,UAM-LCG2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,1665,208.72695922851562
2017-06-17 23:52:31,3173581219,3603,Production Input,UKI-SOUTHGRID-SUSX_DATADISK,DISK,srm,RAL-LCG2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,641,318.93463134765625
2017-06-17 23:52:32,5321417132,102,Production Input,UKI-SOUTHGRID-SUSX_DATADISK,DISK,srm,BNL-OSG2_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,4247,844.3866577148438
2017-06-17 23:52:36,863187897,2381,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,27,242.8721923828125
2017-06-17 23:52:36,873516846,3126,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,71,107.81146240234375
2017-06-17 23:52:36,651806368,2877,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,21,49.32438278198242
2017-06-17 23:52:36,918867494,3043,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,139,104.21206665039062
2017-06-17 23:52:36,889141442,2210,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,44,101.07098388671875
2017-06-17 23:52:36,905980977,1696,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,377,104.06156921386719
2017-06-17 23:52:36,639538697,2110,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,61,47.66607666015625
2017-06-17 23:52:36,61165226,2741,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,12,29.460296630859375
2017-06-17 23:52:36,670532284,2866,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,49,46.85646057128906
2017-06-17 23:52:36,922316179,2662,Data Brokering,UKI-SOUTHGRID-BHAM-HEP_DATADISK,DISK,srm,WUPPERTALPROD_DATADISK,DISK,https://fts3-test.gridpp.rl.ac.uk:8446,193,104.33366394042969
