,Unnamed: 0,account,activity,bytes,checksum-adler,checksum-md5,dst-rse,dst-type,dst-url,duration,guid,name,previous-request-id,protocol,reason,request-id,scope,src-rse,src-type,src-url,started_at,submitted_at,tool-id,transfer-endpoint,transfer-id,transfer-link,transferred_at
0,0,,T0 Tape,204114256,2ff0696a,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0204._SFO-2._0002.1,20,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0204._SFO-2._0002.1,,srm,,68a948d6941f45dfbf46c84ec30ad2e9,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0204._SFO-2._0002.1,2017-06-18 00:38:18,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:38:38
1,1,,T0 Tape,2622384888,cb5a4030,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-6._0026.data,153,,data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-6._0026.data,,srm,,3c0e8475dae944d1b4d588b008ddb1c1,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-6._0026.data,2017-06-18 00:51:56,2017-06-18 00:51:47,rucio-conveyor,https://fts3.cern.ch:8446,d81591b5-7673-5c54-8920-6e2035e57abf,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/d81591b5-7673-5c54-8920-6e2035e57abf,2017-06-18 00:54:29
2,2,,T0 Tape,2622187888,531429f9,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0339._SFO-7._0001.data,81,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0339._SFO-7._0001.data,,srm,,910915c65e6540629bebdf5f483bb60d,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0339._SFO-7._0001.data,2017-06-18 00:36:40,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:38:01
3,3,,Data Rebalancing,4389260,3a8e522e,,NET2_DATADISK,DISK,srm://atlas.bu.edu:8443/srm/v2/server?SFN=/gpfs1/atlasdatadisk/rucio/mc15_13TeV/51/6b/log.11330043._025535.job.log.tgz.1,8,,log.11330043._025535.job.log.tgz.1,,srm,,99f81eb666a64bbf98533edb0d8a8782,mc15_13TeV,UKI-LT2-IC-HEP_DATADISK,DISK,srm://gfe02.grid.hep.ph.ic.ac.uk:8443/srm/managerv2?SFN=/pnfs/hep.ph.ic.ac.uk/data/atlas/atlasdatadisk/rucio/mc15_13TeV/51/6b/log.11330043._025535.job.log.tgz.1,2017-06-18 00:32:18,2017-06-18 00:32:14,rucio-conveyor,https://fts.usatlas.bnl.gov:8446,b16562b2-127b-5a9b-b1f0-f692cacba779,https://fts.usatlas.bnl.gov:8449/fts3/ftsmon/#/job/b16562b2-127b-5a9b-b1f0-f692cacba779,2017-06-18 00:32:26
4,4,,T0 Tape,196303548,c9c6899d,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0207._SFO-8._0002.1,11,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0207._SFO-8._0002.1,,srm,,d1002129f0a345f5891fd2fd334ee4d8,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0207._SFO-8._0002.1,2017-06-18 00:36:05,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:36:16
5,5,,T0 Tape,2622041984,9f6dbbb1,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0189._SFO-6._0001.1,48,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0189._SFO-6._0001.1,,srm,,b0697fd60e834d33a080c5e5d5c2069f,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0189._SFO-6._0001.1,2017-06-18 00:37:02,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:37:50
6,6,,T0 Tape,2578635244,f398a0c5,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0330._SFO-7._0001.1,32,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0330._SFO-7._0001.1,,srm,,8120066f265e4ea2a5dd3e0c6e656632,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0330._SFO-7._0001.1,2017-06-18 00:35:17,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:35:49
7,7,,T0 Tape,165239572,777dbfa0,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0213._SFO-1._0002.1,17,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0213._SFO-1._0002.1,,srm,,82424ec3c1724341bbdff5098c0bcca5,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0213._SFO-1._0002.1,2017-06-18 00:38:36,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:38:53
8,8,,T0 Tape,2622179672,e1798ae0,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0341._SFO-6._0001.data,101,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0341._SFO-6._0001.data,,srm,,10e087d797b94b51a5230efcb5e6eef6,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0341._SFO-6._0001.data,2017-06-18 00:37:17,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:38:58
9,9,,T0 Tape,1276256946,586331f6,,CERN-PROD_DERIVED,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/derived/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0367.1,20,,data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0367.1,,srm,,23d358548f0a4690953d1b4d5656abe2,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0367.1,2017-06-18 00:34:15,2017-06-18 00:33:41,rucio-conveyor,https://fts3.cern.ch:8446,71969e62-e4ff-562e-a923-802399b6cd7f,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/71969e62-e4ff-562e-a923-802399b6cd7f,2017-06-18 00:34:35
10,10,,T0 Tape,223095748,c9354687,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-5._0002.1,17,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-5._0002.1,,srm,,80034ccb1ee948fba806b60e7e10c60e,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-5._0002.1,2017-06-18 00:38:48,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:39:05
11,11,,T0 Tape,1175648456,530fb832,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/express_express/00327057/data17_13TeV.00327057.express_express.merge.RAW/data17_13TeV.00327057.express_express.merge.RAW._lb0348._SFO-ALL._0001.1,39,,data17_13TeV.00327057.express_express.merge.RAW._lb0348._SFO-ALL._0001.1,,srm,,94613c17448d43b5af87c41b5b6c9573,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/express_express/00327057/data17_13TeV.00327057.express_express.merge.RAW/data17_13TeV.00327057.express_express.merge.RAW._lb0348._SFO-ALL._0001.1,2017-06-18 00:52:05,2017-06-18 00:51:48,rucio-conveyor,https://fts3.cern.ch:8446,35ae3f19-a4ec-5cf0-a5f3-f9b144d5acd3,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/35ae3f19-a4ec-5cf0-a5f3-f9b144d5acd3,2017-06-18 00:52:44
12,12,,T0 Tape,2622062672,a45b2db8,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-6._0001.1,92,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-6._0001.1,,srm,,ef6a9efc458d455c9c5cdcbc73d9940a,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0206._SFO-6._0001.1,2017-06-18 00:35:09,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:36:41
13,13,,T0 Tape,145548600,f714d683,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0218._SFO-1._0002.1,11,,data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0218._SFO-1._0002.1,,srm,,49ce21ca2f394420b6a1e9d5013f8190,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_PixelBeam/00327057/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW/data17_13TeV.00327057.calibration_PixelBeam.merge.RAW._lb0218._SFO-1._0002.1,2017-06-18 00:37:40,2017-06-18 00:33:42,rucio-conveyor,https://fts3.cern.ch:8446,77abcf58-324a-5fa4-ad8f-1c41e988b8e2,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/77abcf58-324a-5fa4-ad8f-1c41e988b8e2,2017-06-18 00:37:51
14,14,,T0 Tape,2622080428,c405a36f,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0340._SFO-1._0001.data,93,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0340._SFO-1._0001.data,,srm,,34eda78b4a6f4bf18a4b5ed24af589f7,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0340._SFO-1._0001.data,2017-06-18 00:36:46,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:38:19
15,15,,T0 Tape,1340695783,30b073a2,,CERN-PROD_DERIVED,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/derived/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0387.1,47,,data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0387.1,,srm,,2cfaa051c9164520a189b81dd31c7fbb,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0387.1,2017-06-18 00:33:42,2017-06-18 00:33:41,rucio-conveyor,https://fts3.cern.ch:8446,71969e62-e4ff-562e-a923-802399b6cd7f,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/71969e62-e4ff-562e-a923-802399b6cd7f,2017-06-18 00:34:29
16,16,,T0 Tape,2622106960,9f3fd1a1,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-8._0028.data,34,,data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-8._0028.data,,srm,,f17f77f3885b4533adb37ccfd6a36727,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-8._0028.data,2017-06-18 01:05:03,2017-06-18 00:51:47,rucio-conveyor,https://fts3.cern.ch:8446,d81591b5-7673-5c54-8920-6e2035e57abf,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/d81591b5-7673-5c54-8920-6e2035e57abf,2017-06-18 01:05:37
17,17,,T0 Tape,2622392772,87741d48,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-3._0026.data,370,,data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-3._0026.data,,srm,,010f21efadd64d2fb5563c80b7620dc7,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_CostMonitoring/00327057/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW/data17_13TeV.00327057.calibration_CostMonitoring.daq.RAW._lb0000._SFO-3._0026.data,2017-06-18 00:52:43,2017-06-18 00:51:47,rucio-conveyor,https://fts3.cern.ch:8446,d81591b5-7673-5c54-8920-6e2035e57abf,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/d81591b5-7673-5c54-8920-6e2035e57abf,2017-06-18 00:58:53
18,18,,T0 Tape,1306032806,949267bc,,CERN-PROD_DERIVED,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/derived/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0349.1,210,,data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0349.1,,srm,,2956acffa6e34d30a0daa41bbf43c2fb,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/physics_Main/00325558/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816/data17_13TeV.00325558.physics_Main.merge.DESDM_MCP.f831_m1816._0349.1,2017-06-18 00:36:32,2017-06-18 00:33:41,rucio-conveyor,https://fts3.cern.ch:8446,71969e62-e4ff-562e-a923-802399b6cd7f,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/71969e62-e4ff-562e-a923-802399b6cd7f,2017-06-18 00:40:02
19,19,,T0 Tape,2622077444,d5fa9c2a,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0342._SFO-1._0002.data,169,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0342._SFO-1._0002.data,,srm,,3be2b750884047009026a66fd9991199,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0342._SFO-1._0002.data,2017-06-18 00:38:50,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:41:39
20,20,,T0 Tape,2622016376,d7efa2a6,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0343._SFO-3._0001.data,71,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0343._SFO-3._0001.data,,srm,,f01055dc0a574dcc81e64e2afecd6e69,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0343._SFO-3._0001.data,2017-06-18 00:38:54,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:40:05
21,21,,T0 Tape,2389750256,9d04a183,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/physics_Main/00327057/data17_13TeV.00327057.physics_Main.daq.RAW/data17_13TeV.00327057.physics_Main.daq.RAW._lb0339._SFO-4._0003.data,102,,data17_13TeV.00327057.physics_Main.daq.RAW._lb0339._SFO-4._0003.data,,srm,,9585e36c63364aee894c793daff9476d,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/physics_Main/00327057/data17_13TeV.00327057.physics_Main.daq.RAW/data17_13TeV.00327057.physics_Main.daq.RAW._lb0339._SFO-4._0003.data,2017-06-18 00:39:26,2017-06-18 00:34:10,rucio-conveyor,https://fts3.cern.ch:8446,c29583ea-0866-5b27-b4c7-9879c89591e3,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/c29583ea-0866-5b27-b4c7-9879c89591e3,2017-06-18 00:41:08
22,22,,T0 Tape,2621865476,f19617ba,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/physics_Main/00327057/data17_13TeV.00327057.physics_Main.daq.RAW/data17_13TeV.00327057.physics_Main.daq.RAW._lb0348._SFO-7._0001.data,88,,data17_13TeV.00327057.physics_Main.daq.RAW._lb0348._SFO-7._0001.data,,srm,,013830e75f344387ad29b2ddac53e880,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/physics_Main/00327057/data17_13TeV.00327057.physics_Main.daq.RAW/data17_13TeV.00327057.physics_Main.daq.RAW._lb0348._SFO-7._0001.data,2017-06-18 00:39:05,2017-06-18 00:34:10,rucio-conveyor,https://fts3.cern.ch:8446,c29583ea-0866-5b27-b4c7-9879c89591e3,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/c29583ea-0866-5b27-b4c7-9879c89591e3,2017-06-18 00:40:33
23,23,,T0 Tape,117928804,9337e6e1,,CERN-PROD_RAW,TAPE,srm://srm-atlas.cern.ch:8443/srm/managerv2?SFN=/castor/cern.ch/grid/atlas/rucio/raw/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0337._SFO-3._0003.data,12,,data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0337._SFO-3._0003.data,,srm,,10c1e0879c574b548779e79274a89a5e,data17_13TeV,CERN-PROD_TZDISK,DISK,gsiftp://eosatlassftp.cern.ch:2811/eos/atlas/atlastier0/rucio/data17_13TeV/calibration_VdM/00327057/data17_13TeV.00327057.calibration_VdM.daq.RAW/data17_13TeV.00327057.calibration_VdM.daq.RAW._lb0337._SFO-3._0003.data,2017-06-18 00:38:50,2017-06-18 00:34:11,rucio-conveyor,https://fts3.cern.ch:8446,7fb4b833-7359-5ce3-ac05-d72b1241f5b4,https://fts3.cern.ch:8449/fts3/ftsmon/#/job/7fb4b833-7359-5ce3-ac05-d72b1241f5b4,2017-06-18 00:39:02
